Time,Temperature,X_change,Y_change,Z_change,Total_change,Outcome,Average_accl,Disturbance_accl,Case1,Case2,Case3,Case4,Case5
4/9/2020 23:30,38.3,4.151804,-5.79121,29.904656,28.26525,0,4.420261,13.842011,4.420261,4.980261,5.420261,5.032261,4.421501
4/10/2020 0:00,36.6,2.21022,-10.971604,26.535315,17.773931,0,4.697894,10.62253767,4.697894,5.257894,5.697894,5.309894,4.699134
4/10/2020 0:30,39.1,-0.451143,-17.653511,24.418002,6.313348,1,4.958102,7.062551333,4.958102,5.518102,5.958102,5.570102,4.959342
4/10/2020 1:00,39,-4.026655,-26.311734,24.156572,-6.181817,1,5.198773667,3.138168,5.198773667,5.758773667,6.198773667,5.810773667,5.200013667
4/10/2020 1:30,39.1,-8.77857,-37.42748,26.80759,-19.39846,0,5.418314333,-1.047839,5.418314333,5.978314333,6.418314333,6.030314333,5.419554333
4/10/2020 2:00,38.7,-15.022063,-51.259254,34.105744,-32.175573,0,5.615628333,-5.109562667,5.615628333,6.175628333,6.615628333,6.227628333,5.616868333
4/10/2020 2:30,38.8,-23.058871,-67.264823,48.555832,-41.767862,1,5.790083333,-8.132537333,5.790083333,6.350083333,6.790083333,6.402083333,5.791323333
4/10/2020 3:00,36.2,-32.988144,-82.941461,72.771822,-43.157783,1,5.941464333,-8.444463333,5.941464333,6.501464333,6.941464333,6.553464333,5.942704333
4/10/2020 3:30,38.1,-44.28437,-92.305137,106.80459,-29.784917,1,6.069913333,-3.858392333,6.069913333,6.629913333,7.069913333,6.681913333,6.071153333
4/10/2020 4:00,36.9,-55.111634,-86.216204,143.205978,1.87814,1,6.175874,6.801920667,6.175874,6.735874,7.175874,6.787874,6.177114
4/10/2020 4:30,36.4,-61.880645,-59.284845,166.270124,45.104634,1,6.260029,21.294907,6.260029,6.820029,7.260029,6.872029,6.261269
4/10/2020 5:00,36.3,-60.569415,-20.692539,165.460461,84.198507,1,6.323246,34.389415,6.323246,6.883246,7.323246,6.935246,6.324486
4/10/2020 5:30,38.2,-50.324149,11.152179,147.757404,108.585434,0,6.366524333,42.561669,6.366524333,6.926524333,7.366524333,6.978524333,6.367764333
4/10/2020 6:00,36.2,-34.913347,27.997304,126.579139,119.663096,1,6.390951333,46.27865,6.390951333,6.950951333,7.390951333,7.002951333,6.392191333
4/10/2020 6:30,39,-19.18087,33.712294,108.928284,123.459708,0,6.397665333,47.55090133,6.397665333,6.957665333,7.397665333,7.009665333,6.398905333
4/10/2020 7:00,39.2,-5.878713,34.43468,95.850607,124.406574,1,6.387822,47.85668,6.387822,6.947822,7.387822,6.999822,6.389062
4/10/2020 7:30,38.5,4.375259,34.041247,86.421752,124.838258,0,6.362571,47.97532367,6.362571,6.922571,7.362571,6.974571,6.363811
4/10/2020 8:00,38.1,12.0425,34.313006,79.709208,126.064714,1,6.323036,48.34460733,6.323036,6.883036,7.323036,6.935036,6.324276
4/10/2020 8:30,39.3,17.901709,35.910771,75.214058,129.026538,1,6.270301333,49.27914733,6.270301333,6.830301333,7.270301333,6.882301333,6.271541333
4/10/2020 9:00,37.6,22.703796,38.990997,72.830378,134.525171,0,6.205399,51.04712267,6.205399,6.765399,7.205399,6.817399,6.206639
4/10/2020 9:30,36,27.057444,43.465116,72.739363,143.261923,1,6.129305667,53.88328,6.129305667,6.689305667,7.129305667,6.741305667,6.130545667
4/10/2020 10:00,38,31.404378,49.043917,75.313255,155.76155,1,6.042933667,57.96345033,6.042933667,6.602933667,7.042933667,6.654933667,6.044173667
4/10/2020 10:30,36.5,36.011227,55.153908,80.983247,172.148382,0,5.947132667,63.32992667,5.947132667,6.507132667,6.947132667,6.559132667,5.948372667
4/10/2020 11:00,37,40.943262,60.793752,89.986225,191.723239,1,5.842686667,69.750433,5.842686667,6.402686667,6.842686667,6.454686667,5.843926667
4/10/2020 11:30,36.8,46.009984,64.454533,101.931514,212.396031,1,5.730317,76.528994,5.730317,6.290317,6.730317,6.342317,5.731557
4/10/2020 12:00,37.8,50.704649,64.338903,115.302924,230.346476,1,5.610682,82.39284067,5.610682,6.170682,6.610682,6.222682,5.611922
4/10/2020 12:30,37,54.210895,59.120291,127.361631,240.692817,1,5.48438,85.715319,5.48438,6.04438,6.48438,6.09638,5.48562
4/10/2020 13:00,36.3,55.59,49.050928,135.045165,239.686093,1,5.351952333,85.24731667,5.351952333,5.911952333,6.351952333,5.963952333,5.353192333
4/10/2020 13:30,36.8,54.189124,36.423972,136.623852,227.236948,1,5.213886333,80.95953567,5.213886333,5.773886333,6.213886333,5.825886333,5.215126333
4/10/2020 14:00,37.8,50.062492,24.482712,132.62662,207.171824,1,5.070621,74.12789567,5.070621,5.630621,6.070621,5.682621,5.071861
4/10/2020 14:30,37.5,44.029707,15.581678,125.080632,184.692017,1,4.922548,66.48655367,4.922548,5.482548,5.922548,5.534548,4.923788
4/10/2020 15:00,39.3,37.278729,10.350167,116.064167,163.693063,1,4.770019,59.33437333,4.770019,5.330019,5.770019,5.382019,4.771259
4/10/2020 15:30,36.6,30.863403,8.188771,106.916932,145.969106,1,4.613346333,53.269715,4.613346333,5.173346333,5.613346333,5.225346333,4.614586333
4/10/2020 16:00,37.8,25.440737,8.125153,98.251634,131.817524,1,4.452812,48.39198667,4.452812,5.012812,5.452812,5.064812,4.454052
4/10/2020 16:30,36.3,21.276636,9.336716,90.258646,120.871998,0,4.288669,44.579335,4.288669,4.848669,5.288669,4.900669,4.289909
4/10/2020 17:00,37.8,18.375687,11.304745,82.960216,112.640648,0,4.121149,41.66803167,4.121149,4.681149,5.121149,4.733149,4.122389
4/10/2020 17:30,37.4,16.616807,13.786685,76.345291,106.748783,0,3.950465667,39.53339333,3.950465667,4.510465667,4.950465667,4.562465667,3.951705667
4/10/2020 18:00,36.8,15.84968,16.742449,70.426098,103.018227,0,3.776822667,38.11623167,3.776822667,4.336822667,4.776822667,4.388822667,3.778062667
4/10/2020 18:30,38.3,15.950358,20.270332,65.263744,101.484434,1,3.600419,37.42856367,3.600419,4.160419,4.600419,4.212419,3.601659
4/10/2020 19:00,37,16.848151,24.564148,60.991702,102.404001,0,3.421454667,37.55612167,3.421454667,3.981454667,4.421454667,4.033454667,3.422694667
4/10/2020 19:30,36.3,18.535768,29.885111,57.852706,106.273585,1,3.240139333,38.66466767,3.240139333,3.800139333,4.240139333,3.852139333,3.241379333
4/10/2020 20:00,38.9,21.070285,36.532591,56.25824,113.861116,1,3.056698333,41.01040367,3.056698333,3.616698333,4.056698333,3.668698333,3.057938333
4/10/2020 20:30,39.1,24.566856,44.786352,56.873477,126.226685,1,2.871383,44.94694467,2.871383,3.431383,3.871383,32.448,2.872623
4/10/2020 21:00,36.5,29.180083,54.772711,60.709472,144.662266,1,2.684479,50.90523433,2.684479,3.244479,3.684479,19.77898,2.685719
4/10/2020 21:30,37.4,35.057725,66.179472,69.139736,170.376933,1,2.496314,59.288625,2.496314,3.056314,3.496314,23.264,2.497554
4/10/2020 22:00,38.9,42.237113,77.743875,83.609735,203.590723,1,2.307270333,70.17084467,2.307270333,2.867270333,3.307270333,22.448,2.308510333
4/10/2020 22:30,36.6,50.44353,86.59634,104.612953,241.652823,1,2.117796333,82.66873733,2.117796333,2.677796333,3.117796333,21.23,2.119036333
4/10/2020 23:00,37.1,58.779482,88.124064,129.709935,276.613481,1,1.928416667,94.13291033,1.928416667,2.488416667,2.928416667,20.987,1.929656667
4/10/2020 23:30,39.4,65.455812,77.905064,152.030757,295.391633,1,1.739745,100.2036227,1.739745,2.299745,2.739745,20.874,1.740985
4/11/2020 0:00,36.9,68.051516,56.298746,163.069071,287.419333,1,1.552497667,97.358942,1.552497667,2.112497667,2.552497667,20.45,1.553737667
4/11/2020 0:30,36.1,64.812946,30.883338,159.813589,255.509873,1,1.367506333,86.537464,1.367506333,1.927506333,2.367506333,18.457,1.368746333
4/11/2020 1:00,37.8,56.226191,10.785962,147.029695,214.041848,1,1.185732,72.53301467,1.185732,1.745732,2.185732,15.568,1.186972
4/11/2020 1:30,37.5,44.851307,-0.514781,131.428261,175.764787,1,1.008275,59.59653733,1.008275,1.568275,2.008275,11.44632,1.009515
4/11/2020 2:00,37.2,33.468956,-4.856269,116.874805,145.487492,0,0.836388667,49.33221933,0.836388667,1.396388667,1.836388667,11.1112,0.837628667
4/11/2020 2:30,38.7,23.751666,-5.420235,104.413641,122.745072,1,0.671488333,41.58651233,0.671488333,1.231488333,1.671488333,11.0001,0.672728333
4/11/2020 3:00,37.9,16.207186,-4.584794,93.847338,105.46973,0,0.515156333,35.671733,0.515156333,1.075156333,1.515156333,10.875,0.516396333
4/11/2020 3:30,39.3,10.650943,-3.688392,84.740704,91.703255,1,0.369146667,30.93689833,0.369146667,0.929146667,1.369146667,9.458,0.370386667
4/11/2020 4:00,38.5,6.621778,-3.385362,76.765227,80.001643,1,0.235381333,26.90259567,0.235381333,0.795381333,1.235381333,5.565,0.236621333
4/11/2020 4:30,36.6,3.612563,-3.983467,69.749367,69.378463,0,0.115940667,23.242095,0.115940667,0.675940667,1.115940667,0.727940667,0.117180667
4/11/2020 5:00,39.2,1.16447,-5.656243,63.657201,59.165428,1,0.013045,19.73485433,0.013045,0.573045,1.013045,0.625045,0.014285
4/11/2020 5:30,37.9,-1.112357,-8.558663,58.57708,48.90606,1,-0.070969667,16.23105033,-0.070969667,0.489030333,0.929030333,0.541030333,-0.069729667
4/11/2020 6:00,39,-3.550844,-12.880259,54.741646,38.310543,1,-0.133695667,12.63648533,-0.133695667,0.426304333,0.866304333,0.478304333,-0.132455667
4/11/2020 6:30,39.1,-6.448902,-18.849949,52.583412,27.284561,1,-0.172703333,8.922150333,-0.172703333,0.387296667,0.827296667,0.439296667,-0.171463333
4/11/2020 7:00,37.4,-10.087248,-26.681932,52.822626,16.053446,0,-0.185602667,5.165546,-0.185602667,0.374397333,0.814397333,0.426397333,-0.184362667
4/11/2020 7:30,37.2,-14.72997,-36.420307,56.559741,5.409464,0,-0.170127667,1.633027,-0.170127667,0.389872333,0.829872333,0.441872333,-0.168887667
4/11/2020 8:00,36.9,-20.587703,-47.604942,65.26656,-2.926085,0,-0.124221667,-1.099583333,-0.124221667,0.435778333,0.875778333,0.487778333,-0.122981667
4/11/2020 8:30,37.5,-27.709451,-58.688283,80.395324,-6.00241,1,-0.046139333,-2.046942667,-0.046139333,0.513860667,0.953860667,0.565860667,-0.044899333
4/11/2020 9:00,37.8,-35.760453,-66.349442,102.128642,0.018747,1,0.065446,0.071695,0.065446,0.625446,1.065446,0.677446,0.066686
4/11/2020 9:30,38.4,-43.688762,-65.570167,127.176035,17.917106,1,0.211337333,6.183706,0.211337333,0.771337333,1.211337333,0.823337333,0.212577333
4/11/2020 10:00,39.3,-49.490126,-52.220156,147.652577,45.942295,1,0.391713667,15.705812,0.391713667,0.951713667,1.391713667,1.003713667,0.392953667
